ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-00011653,PR-00006770,"Wiggles and Giggles Leonay Vacation Care","Wiggles and Giggles Leonay Property Pty Ltd","Centre-Based Care","Leonay Public School, Burning Aveue",LEONAY,NSW,2750,0247356564,,,50,07/03/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2020","Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Nov 2015",,"November 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,,,,,03:00,18:30,03:00,18:30,03:00,18:30,03:00,18:30,03:00,18:30,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00011656,PR-00006799,"Adventure Based Learning Experience","The Good Shepherd's Little Lambs Pty Ltd","Centre-Based Care","59 Holdsworth Drive","NARELLAN VALE",NSW,2567,,,,164,13/09/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2019",,"July 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,14:30,18:30,14:30,18:30,14:30,18:30,14:30,18:30,14:30,18:30,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00011659,PR-00002539,"Camp Australia - Caddies Creek Public School OSHC","Camp Australia Pty Limited","Centre-Based Care","Caddies Creek Public School Hall, Currawong Street",GLENWOOD,NSW,2768,0455100898,,"The approved provider must ensure that the education and care service only provides education and care for children over preschool age. The approved provider must ensure that, for each child being educated and cared for by the service, the education and care service premises has at least 2.06 square metres of unencumbered indoor space. During the COVID-19 pandemic, the approved provider must ensure that when the waiver for regulation 107 is in force, the service complies with the COVID-19 related advice from relevant health authorities, and adheres to relevant health measures put in place by the Australian Government, including social distancing recommendations.

",300,02/07/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2020",06/01/2025,"September 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,,,,,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,Yes
SE-00011668,PR-40004402,"Beaumont Road OSHClub","OSHCLUB PTY LTD","Centre-Based Care","Beaumont Road Public School, 17 Beaumont Rd",KILLARA,NSW,2071,0429099387,,,85,20/05/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2022","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Feb 2017",27/04/2016,"April 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,Yes
SE-00011670,PR-00005683,"YMCA Lisarow OSHC","Young Men's Christian Association of Sydney","Centre-Based Care","Lisarow Public School, 27 MacDonalds Road",LISAROW,NSW,2250,0437915762,,,74,14/05/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2022","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2017",,"November 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,14:55,18:00,14:55,18:00,14:55,18:00,14:55,18:00,14:55,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00011673,PR-00003468,"Gowrie NSW North Sydney Community Vacation Care","Gowrie NSW","Centre-Based Care","200 Miller Street","NORTH SYDNEY",NSW,2060,0418999129,,,80,03/08/2012,"Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2023","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Feb 2017",13/08/2018,"July 2025",No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,Yes
SE-00011674,PR-00004308,"SPCC Saints Academy Gosford","St Philip's Christian Education Foundation Ltd","Centre-Based Care","St Philip's Christian College, 20 Narara Creek Road",NARARA,NSW,2250,0405496510,,,42,25/06/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2022","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2017",11/12/2023,"September 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,15:10,18:15,15:10,18:15,15:10,18:15,15:10,18:15,15:10,18:15,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-00011676,PR-00003532,"St Brendan's Outside School Hours Care","Catholiccare Diocese of Broken Bay","Centre-Based Care","St Brendan's Primary School, 29A Carters Road","LAKE MUNMORAH",NSW,2259,,,,60,01/02/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2019",,"October 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,09:00,06:30,09:00,06:30,09:00,06:30,09:00,06:30,09:00,,,,,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00011678,PR-00005784,"Cambridge Early Learning Centre","Kindy Castle Child Care Centre Pty Ltd","Centre-Based Care","10 Doust Street","BASS HILL",NSW,2197,0416255888,,,50,11/05/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2023","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Mar 2021",18/04/2022,"April 2025",Yes,No,Yes,Yes,Yes,Yes,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00011680,PR-00006812,"Colin Place Out of School care","Pentacor P/L","Centre-Based Care","2 Colin Place",CARLINGFORD,NSW,2118,,,,65,07/02/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2023","Meeting NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Nov 2019",,"March 2025",No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,14:50,18:00,14:50,18:00,14:50,18:00,14:50,18:00,14:50,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00011682,PR-40002234,"TeamKids - Claremont College","TEAM HOLIDAY PTY LTD","Centre-Based Care","Claremont College, 30 Coogee Bay Road",RANDWICK,NSW,2031,1300035000,0000000000,,65,17/07/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2019",14/01/2019,"June 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,Yes
SE-00011683,PR-00006816,"Wild Care","Carmel Donald","Centre-Based Care","Coledale Public School,  Lawrence Hargrave Drive",COLEDALE,NSW,2515,"0419 693 863",0419693863,"The approved provider must ensure that the education and care service only provides education and care for children over preschool age.  The approved provider must ensure that, for each child being educated and cared for by the service, the education and care service premises has at least 2.0 square metres of unencumbered indoor space.",74,04/04/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2019",,"December 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:30,09:30,07:30,09:30,07:30,09:30,07:30,09:30,07:30,09:30,,,,,14:30,17:30,14:30,17:30,14:30,17:30,14:30,17:30,14:30,17:30,,,,,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,No
SE-00011686,PR-40031322,"Little Thinkers Early Learning Service","Laasya Children Services PTY LTD","Centre-Based Care","125 Dunmore Street",WENTWORTHVILLE,NSW,2145,0433844263,0298633747,,43,18/06/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2020",14/03/2023,"October 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00011687,PR-40000257,"Poka Dot Kids Early Learning Centre","Poka Dot Kids Pty Ltd","Centre-Based Care","1 Ferntree Place","BARRACK HEIGHTS",NSW,2528,0242963441,,,26,17/05/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2020",15/11/2012,"June 2024",Yes,No,No,No,No,No,No,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00011689,PR-00006819,"Beauty Point OOSH Care Inc","BEAUTY POINT OUT OF SCHOOL HOURS CARE INCORPORATED","Centre-Based Care","17 Medusa St",MOSMAN,NSW,2088,0418609993,0299681210,,60,06/08/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2019",,"February 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-00011696,PR-00006822,"Toongabbie Christian College OOSH","Toongabbie Christian School Ltd","Centre-Based Care","Toongabbie Christian School, 30-40 Metella Road",TOONGABBIE,NSW,2146,0288632913,0296311483,,100,15/08/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2024","Meeting NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Mar 2022",,"January 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,,,,,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,,,,,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,,,,,No
SE-00011697,PR-40004975,"Natural Choice Family Day Care",,"Family Day Care","U 1  27 Princes Hwy",DAPTO,NSW,2530,0242608451,,"The approved provider must employ at least 1 full time family day care co-ordinator for every 25 family day care educators providing education and care to children. The approved provider must ensure that the maximum number of family day care educators employed or engaged by the service does not exceed 40. ",,21/05/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2022","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Sep 2017",13/01/2017,"May 2025",No,No,No,No,No,No,No,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00011701,PR-00006826,"St Peter's Anglican Grammar OSHC","Campbelltown Anglican Schools Council","Centre-Based Care","St Peter's Anglican Grammar, 5 Howe Street",CAMPBELLTOWN,NSW,2560,0246272990,,,200,21/08/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2020",,"September 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40000230,PR-00005683,"YMCA Harrington Street OSHC","Young Men's Christian Association of Sydney","Centre-Based Care","Harrington Street Public School, Harrington Street",CABRAMATTA,NSW,2166,0437364334,,,68,25/06/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2022","Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Mar 2017",,"September 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,,,,,,,,,,,,,,,No
SE-40000231,PR-00004415,"TG's Child Care - Wauchope","Pipeclay Ridge Pty Ltd","Centre-Based Care","33 Hastings St",WAUCHOPE,NSW,2446,0265851033,,,48,21/06/2013,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jan 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Jul 2019",,"October 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40000237,PR-40003429,"Kids Guardian Angel","S & M SAMUEL PTY LTD ATF SAMUEL FAMILY TRUST","Centre-Based Care","45 Dunbier Ave",LURNEA,NSW,2170,0296079608,,,28,11/07/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2021",04/07/2016,"April 2025",Yes,No,No,No,No,No,No,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40000240,PR-40023510,"Montessori East Primary School- VillageOSHC","VillageOSHC Pty Ltd","Centre-Based Care","8 Wellington St",BONDI,NSW,2026,1300366437,0394280399,,15,28/04/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2025","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Jun 2024",30/01/2023,"October 2025",No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,15:15,18:00,15:15,18:00,14:00,18:00,15:15,18:00,15:15,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40000241,PR-40000151,"Jolly Kids Early Learning Centre","Jos (AUST) Pty Ltd","Centre-Based Care","2 Clarence St",MERRYLANDS,NSW,2160,0298977847,0280887680,,45,21/12/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Aug 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Mar 2020",,"July 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-40000243,PR-40011475,"MindChamps Early Learning @ Ropes Crossing","MindChamps Early Learning 3 Pty. Limited","Centre-Based Care","Lot 19 Hollows Parade","ROPES CROSSING",NSW,2760,0290448971,,,138,07/05/2013,"Meeting NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","May 2024","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Jul 2022",15/06/2018,"November 2025",Yes,No,No,No,No,No,No,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40000244,PR-40000297,"Vision Family Day Care Service","Vision Family Day Care Pty Ltd","Family Day Care","147 Dunmore St",WENTWORTHVILLE,NSW,2145,"02 9896 7106",,"The approved provider must ensure that the maximum number of family day care educators employed or engaged by the service does not exceed 30. The approved provider must employ at least 1 full time qualified family day care co-ordinator for every 25 family day care educators providing education and care to children. ",,05/03/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2018",,"June 2024",No,No,No,No,No,No,No,08:30,17:30,08:30,17:30,08:30,17:30,08:30,17:30,08:30,17:30,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,19:00,15:00,19:00,15:00,19:00,15:00,19:00,15:00,17:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-40000247,PR-00005466,"Woollahra Cottage","Active Kids Pre School Centre of Excellence Pty Ltd","Centre-Based Care","10-12 Saber St",WOOLLAHRA,NSW,2025,0283623000,,,66,30/08/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2021","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2016",,"September 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40000251,PR-40001095,"Aspire OSHC Camden Haven","Brimeehol Pty Ltd","Centre-Based Care","Kendall House, 421 OCEAN DR",LAURIETON,NSW,2443,0409578747,,,45,10/10/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Jun 2019",15/04/2024,"September 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,Yes
SE-40000267,PR-40001129,"Peak TIGS","Peak Sports and Learning Pty Ltd","Centre-Based Care","10-12 Western Ave","WEST WOLLONGONG",NSW,2500,1300467325,,,130,03/07/2013,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2024","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jan 2020",30/09/2024,"August 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40000271,PR-40008940,"Active OOSH Macquarie College","JOSHUA EMERTON PTY LTD","Centre-Based Care","Macquarie Adventist College 182-222 Lake Road",GLENDALE,NSW,2285,0455037867,,,75,14/11/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2020","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Sep 2017",18/11/2024,"May 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,14:40,18:00,14:40,18:00,14:40,18:00,14:40,18:00,14:40,18:00,,,,,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,No
SE-40000273,PR-40001620,"The After School Klub Excelsior","The After School Klub Pty Ltd","Centre-Based Care","Excelsior Public School Rondelay Drive","CASTLE HILL",NSW,2154,1300827500,,"The approved provider must ensure that the education and care service only provides education and care for children over preschool age.  The approved provider must ensure that, for each child being educated and cared for by the service, the education and care service premises has at 2.64 square metres of unencumbered indoor space. ",150,25/07/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2021","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Apr 2016",30/04/2024,"December 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,No
